"";"LONGITUDE";"LATITUDE";"BRIGHTNESS";"TAHUN";"BULAN"
"1";102,627;-0,951;319,8;"2014";"05"
"2";102,635;-0,941;328,9;"2014";"05"
"3";102,534;-0,996;323,3;"2014";"07"
"4";102,542;-1,001;313,2;"2014";"07"
"5";102,586;-0,963;322,7;"2014";"09"
"6";102,597;-0,971;338,5;"2014";"09"
"7";102,562;-0,902;325,1;"2014";"09"
"8";102,594;-0,94;305,7;"2014";"10"
"9";102,597;-0,85;316,5;"2015";"09"
"10";102,71;-0,893;327,4;"2015";"09"
"11";102,596;-0,965;321,6;"2015";"09"
"12";102,599;-0,861;321,8;"2015";"09"
"13";102,608;-0,92;300,4;"2015";"09"
"14";102,599;-0,912;305;"2015";"10"
"15";102,692;-0,987;309,2;"2015";"10"
"16";102,615;-0,878;309;"2015";"10"
"17";102,56;-0,856;304,9;"2015";"10"
"18";102,668;-0,982;300,5;"2015";"10"
"19";102,684;-1,037;310,1;"2015";"10"
"20";102,586;-0,892;317,6;"2015";"11"
"21";102,207;-0,878;318,1;"2014";"03"
"22";102,204;-0,864;312,7;"2014";"06"
"23";102,21;-0,907;328,5;"2014";"06"
"24";102,223;-0,916;315,4;"2014";"07"
"25";102,215;-0,861;326,7;"2014";"07"
"26";102,142;-0,872;322,1;"2014";"07"
"27";102,237;-0,866;307;"2014";"07"
"28";102,22;-0,875;324,9;"2014";"07"
"29";102,226;-0,869;316,8;"2014";"07"
"30";102,228;-0,879;307,9;"2014";"07"
"31";102,224;-0,877;304,4;"2014";"07"
"32";102,235;-0,869;311,6;"2014";"07"
"33";102,226;-0,867;319,4;"2014";"07"
"34";102,207;-0,894;321,8;"2014";"07"
"35";102,216;-0,904;321,5;"2014";"07"
"36";102,217;-0,899;315,7;"2014";"07"
"37";102,212;-0,946;301;"2014";"07"
"38";102,221;-0,945;303,2;"2014";"07"
"39";102,214;-0,895;324,1;"2014";"08"
"40";102,243;-0,929;311,5;"2014";"09"
"41";102,2;-0,924;319,5;"2014";"10"
"42";102,187;-0,93;319,5;"2014";"10"
"43";102,186;-0,917;320,2;"2014";"10"
"44";102,174;-0,858;315,8;"2015";"01"
"45";102,207;-0,93;320,1;"2015";"01"
"46";102,234;-0,929;318,4;"2015";"06"
"47";102,219;-0,941;402,5;"2015";"06"
"48";102,227;-0,911;325,2;"2015";"07"
"49";102,244;-0,93;330,9;"2015";"07"
"50";102,162;-0,869;317,1;"2015";"07"
"51";102,221;-0,936;310,3;"2015";"08"
"52";102,205;-0,888;328,6;"2015";"08"
"53";102,237;-0,92;350,1;"2015";"08"
"54";102,208;-0,853;309,5;"2015";"08"
"55";102,217;-0,938;326,9;"2015";"08"
"56";102,225;-0,929;302,7;"2015";"08"
"57";102,225;-0,929;348,5;"2015";"08"
"58";102,219;-0,923;336;"2015";"08"
"59";102,23;-0,911;334,8;"2015";"08"
"60";102,245;-0,845;328,8;"2015";"08"
"61";102,189;-0,911;316,8;"2015";"09"
"62";102,213;-0,946;302,3;"2015";"09"
"63";102,211;-0,855;314,1;"2015";"09"
"64";102,208;-0,88;321,9;"2015";"09"
"65";102,226;-0,899;330,3;"2015";"09"
"66";102,216;-0,897;320,1;"2015";"09"
"67";102,215;-0,888;330,4;"2015";"09"
"68";102,217;-0,878;339,4;"2015";"09"
"69";102,245;-0,903;313,2;"2015";"09"
"70";102,239;-0,864;306,2;"2015";"10"
"71";102,228;-0,927;320,4;"2016";"08"
"72";101,723;-0,896;312;"2014";"02"
"73";101,714;-0,898;319,7;"2014";"02"
"74";101,67;-0,81;312,6;"2014";"06"
"75";101,676;-0,853;322,8;"2014";"06"
"76";101,671;-0,834;314;"2014";"06"
"77";101,665;-0,832;311,1;"2014";"06"
"78";101,669;-0,823;301,4;"2014";"06"
"79";101,681;-0,831;313,9;"2014";"06"
"80";101,672;-0,83;345,8;"2014";"06"
"81";101,773;-0,871;307,3;"2014";"06"
"82";101,767;-0,871;305,2;"2014";"06"
"83";101,674;-0,834;307,2;"2014";"06"
"84";101,664;-0,825;311;"2014";"06"
"85";101,66;-0,825;305,3;"2014";"06"
"86";101,7;-0,871;306,6;"2014";"06"
"87";101,703;-0,867;304,3;"2014";"06"
"88";101,697;-0,869;304,3;"2014";"06"
"89";101,669;-0,835;311,6;"2014";"06"
"90";101,686;-0,869;352,1;"2014";"06"
"91";101,7;-0,867;318,1;"2014";"06"
"92";101,694;-0,872;314,9;"2014";"07"
"93";101,717;-0,888;325;"2014";"07"
"94";101,712;-0,9;309,4;"2014";"07"
"95";101,675;-0,851;306,9;"2014";"07"
"96";101,681;-0,849;310,4;"2014";"07"
"97";101,681;-0,842;300,7;"2014";"07"
"98";101,683;-0,844;331,3;"2014";"07"
"99";101,705;-0,853;322,5;"2014";"07"
"100";101,664;-0,825;317,8;"2014";"07"
"101";101,652;-0,827;303,5;"2014";"07"
"102";101,665;-0,83;301,7;"2014";"07"
"103";101,706;-0,862;335,7;"2014";"09"
"104";101,695;-0,861;321,5;"2014";"09"
"105";101,712;-0,886;326,1;"2014";"09"
"106";101,708;-0,859;366,1;"2014";"09"
"107";101,692;-0,871;325;"2014";"09"
"108";101,69;-0,862;354,3;"2014";"09"
"109";101,707;-0,854;313;"2014";"09"
"110";101,806;-0,859;320,7;"2014";"10"
"111";101,647;-0,789;314,3;"2014";"11"
"112";101,719;-0,877;314,1;"2014";"11"
"113";101,692;-0,857;339,2;"2015";"05"
"114";101,79;-0,781;306;"2015";"06"
"115";101,796;-0,781;306,3;"2015";"06"
"116";101,787;-0,789;315,9;"2015";"06"
"117";101,68;-0,837;315,4;"2015";"07"
"118";101,695;-0,869;305,8;"2015";"07"
"119";101,694;-0,868;306,1;"2015";"07"
"120";101,665;-0,815;309,8;"2015";"07"
"121";101,775;-0,791;303,4;"2015";"07"
"122";101,689;-0,846;317,5;"2015";"08"
"123";101,781;-0,788;316,7;"2015";"08"
"124";101,669;-0,835;354,9;"2015";"08"
"125";101,696;-0,845;301,1;"2015";"08"
"126";101,677;-0,837;320,2;"2015";"08"
"127";101,8;-0,798;325,8;"2015";"09"
"128";101,736;-0,839;314,2;"2015";"09"
"129";101,672;-0,839;312,4;"2015";"09"
"130";101,676;-0,852;326,1;"2015";"09"
"131";101,682;-0,859;320;"2015";"09"
"132";101,683;-0,846;320,9;"2015";"09"
"133";101,717;-0,89;325,3;"2015";"09"
"134";101,682;-0,853;331,3;"2015";"09"
"135";101,68;-0,842;345,8;"2015";"09"
"136";101,707;-0,856;316,3;"2016";"06"
"137";101,707;-0,866;316,1;"2016";"07"
"138";101,72;-0,875;317,4;"2016";"07"
"139";101,718;-0,898;313,9;"2016";"07"
"140";101,685;-0,831;316,7;"2016";"07"
"141";101,656;-0,824;314,2;"2016";"08"
"142";101,664;-0,83;309,5;"2016";"12"
"143";101,85;-0,74;312,2;"2014";"03"
"144";101,832;-0,742;319,3;"2014";"03"
"145";101,851;-0,741;315;"2014";"05"
"146";101,813;-0,735;319,4;"2014";"06"
"147";101,81;-0,643;305,3;"2014";"07"
"148";101,816;-0,738;304,1;"2014";"07"
"149";101,806;-0,643;317,8;"2014";"07"
"150";101,828;-0,738;322,2;"2014";"07"
"151";101,833;-0,738;321,5;"2014";"07"
"152";101,823;-0,75;316,4;"2014";"09"
"153";101,832;-0,758;315,8;"2014";"09"
"154";101,841;-0,757;323,5;"2014";"09"
"155";101,834;-0,767;326,1;"2014";"09"
"156";101,791;-0,667;326,5;"2014";"12"
"157";101,817;-0,752;353,5;"2015";"01"
"158";101,811;-0,638;322,3;"2015";"01"
"159";101,812;-0,751;320,6;"2015";"04"
"160";101,806;-0,77;344,9;"2015";"06"
"161";101,811;-0,649;310,8;"2015";"07"
"162";101,822;-0,752;314,5;"2015";"07"
"163";101,852;-0,749;316,7;"2015";"07"
"164";101,816;-0,645;319,4;"2015";"07"
"165";101,829;-0,74;314,7;"2015";"07"
"166";101,823;-0,747;322,4;"2015";"08"
"167";101,81;-0,761;328,4;"2015";"09"
"168";101,827;-0,761;311,1;"2015";"09"
"169";101,83;-0,767;352,2;"2015";"09"
"170";101,84;-0,768;367,5;"2015";"09"
"171";101,814;-0,72;315,8;"2015";"09"
"172";101,83;-0,74;326;"2015";"09"
"173";101,804;-0,753;323,8;"2015";"09"
"174";101,849;-0,747;328,5;"2015";"09"
"175";101,838;-0,758;345,6;"2015";"09"
"176";101,857;-0,764;333,9;"2015";"09"
"177";101,839;-0,767;331;"2015";"09"
"178";101,833;-0,764;317,6;"2015";"10"
"179";101,84;-0,739;323;"2016";"07"
"180";101,816;-0,747;330,3;"2017";"01"
"181";101,822;-0,748;331,8;"2017";"01"
"182";101,836;-0,737;318,4;"2017";"01"
"183";101,849;-0,895;316;"2014";"09"
"184";101,84;-0,93;321,8;"2014";"10"
"185";101,86;-0,913;316;"2015";"05"
"186";101,847;-0,929;303,6;"2015";"08"
"187";101,714;-0,909;316,1;"2015";"10"
"188";101,859;-0,923;303,1;"2016";"12"
"189";102,077;-0,873;321,3;"2014";"06"
"190";102,09;-0,853;339,6;"2014";"07"
"191";102,081;-0,908;334,2;"2014";"07"
"192";102,091;-0,862;319,1;"2014";"10"
"193";102,08;-0,878;316,9;"2015";"06"
"194";102,092;-0,886;317,6;"2015";"06"
"195";102,084;-0,848;302,4;"2015";"07"
"196";102,082;-0,851;319,9;"2015";"07"
"197";102,088;-0,859;318,1;"2015";"08"
"198";102,085;-0,848;334,6;"2015";"08"
"199";102,091;-0,849;329,1;"2015";"08"
"200";102,087;-0,873;318,7;"2015";"09"
"201";102,084;-0,887;318,6;"2016";"02"
"202";102,083;-0,88;327,6;"2017";"08"
"203";101,836;-0,981;311,1;"2014";"02"
"204";101,832;-0,943;318,2;"2014";"05"
"205";101,852;-0,948;320,9;"2014";"07"
"206";101,845;-0,945;321,7;"2014";"10"
"207";101,834;-0,978;351;"2015";"07"
"208";101,865;-0,956;306,5;"2015";"09"
"209";101,86;-0,95;331,9;"2015";"09"
"210";101,855;-0,948;335,4;"2015";"09"
"211";101,866;-0,95;326,5;"2015";"09"
"212";101,853;-0,956;325,4;"2015";"09"
"213";101,861;-0,946;347,2;"2015";"09"
"214";101,631;1,42;313,1;"2014";"03"
"215";101,631;1,435;317,7;"2014";"03"
"216";101,631;1,442;328,7;"2014";"03"
"217";101,633;1,448;312;"2014";"03"
"218";101,625;1,435;325,5;"2014";"03"
"219";101,62;1,425;310,2;"2014";"03"
"220";101,621;1,421;312,1;"2014";"03"
"221";101,618;1,444;304,3;"2014";"03"
"222";101,633;1,444;358;"2014";"03"
"223";101,63;1,426;341,2;"2014";"03"
"224";101,627;1,446;351,6;"2014";"03"
"225";101,617;1,42;421,4;"2014";"03"
"226";101,62;1,426;447,5;"2014";"03"
"227";101,628;1,433;430,9;"2014";"03"
"228";101,63;1,442;379,8;"2014";"03"
"229";101,62;1,444;361,2;"2014";"03"
"230";101,61;1,436;368,4;"2014";"03"
"231";101,618;1,426;483;"2014";"03"
"232";101,607;1,418;313,2;"2014";"03"
"233";101,626;1,415;336;"2014";"03"
"234";101,608;1,45;301,6;"2014";"03"
"235";101,624;1,404;313,1;"2014";"03"
"236";101,632;1,415;352,3;"2014";"03"
"237";101,607;1,419;332;"2014";"03"
"238";101,613;1,439;337,8;"2014";"03"
"239";101,618;1,429;330,6;"2014";"03"
"240";101,624;1,45;342;"2014";"03"
"241";101,622;1,437;316;"2014";"03"
"242";101,615;1,427;310,8;"2014";"03"
"243";101,613;1,444;331,1;"2014";"03"
"244";101,613;1,405;321,5;"2014";"03"
"245";101,623;1,406;328,8;"2014";"03"
"246";101,618;1,445;309,8;"2014";"03"
"247";101,607;1,444;310,9;"2014";"03"
"248";101,612;1,423;308,2;"2014";"03"
"249";101,61;1,41;309,9;"2014";"03"
"250";101,623;1,415;311,1;"2014";"03"
"251";101,601;1,417;345,9;"2014";"03"
"252";101,603;1,426;337,3;"2014";"03"
"253";101,622;1,448;345,2;"2014";"03"
"254";101,612;1,449;364,3;"2014";"03"
"255";101,62;1,404;351,7;"2014";"03"
"256";101,626;1,4;354,8;"2014";"03"
"257";101,606;1,415;339,8;"2014";"03"
"258";101,617;1,399;342,4;"2014";"03"
"259";101,616;1,407;350,4;"2014";"03"
"260";101,607;1,406;353;"2014";"03"
"261";101,595;1,423;333,5;"2014";"03"
"262";101,62;1,445;358,6;"2014";"03"
"263";101,624;1,407;310,9;"2014";"03"
"264";101,625;1,412;320,8;"2014";"03"
"265";101,609;1,414;324,9;"2014";"03"
"266";101,605;1,41;322,4;"2014";"03"
"267";101,625;1,401;316,5;"2014";"03"
"268";101,593;1,45;351,8;"2014";"03"
"269";101,62;1,409;306,6;"2014";"03"
"270";101,622;1,447;335,9;"2014";"03"
"271";101,604;1,45;398,5;"2014";"03"
"272";101,598;1,413;340,7;"2014";"03"
"273";101,601;1,432;348;"2014";"03"
"274";101,597;1,41;335,8;"2014";"03"
"275";101,62;1,445;336,5;"2014";"03"
"276";101,596;1,443;310,9;"2014";"03"
"277";101,607;1,401;308,1;"2014";"03"
"278";101,611;1,448;322,2;"2014";"03"
"279";101,603;1,441;343,9;"2014";"03"
"280";101,631;1,414;338,1;"2014";"03"
"281";101,585;1,447;328,5;"2014";"03"
"282";101,595;1,449;346,5;"2014";"03"
"283";101,605;1,45;325,1;"2014";"03"
"284";101,599;1,395;315,2;"2014";"03"
"285";101,619;1,398;324,1;"2014";"03"
"286";101,607;1,406;321,4;"2014";"03"
"287";101,596;1,414;323,2;"2014";"03"
"288";101,598;1,414;320,4;"2014";"03"
"289";101,61;1,431;309,5;"2014";"03"
"290";101,593;1,443;327,8;"2014";"03"
"291";101,601;1,433;330,6;"2014";"03"
"292";101,632;1,399;310;"2014";"03"
"293";101,602;1,449;427,8;"2016";"02"
"294";101,603;1,421;330,6;"2016";"02"
"295";101,602;1,43;338,9;"2016";"02"
"296";101,611;1,431;335,4;"2016";"02"
"297";101,604;1,45;334,9;"2016";"02"
"298";101,598;1,442;317,5;"2016";"02"
"299";101,615;1,42;311,8;"2016";"02"
"300";101,587;1,412;370,2;"2016";"02"
"301";101,609;1,415;364,3;"2016";"02"
"302";101,6;1,404;341,8;"2016";"02"
"303";101,608;1,425;380,2;"2016";"02"
"304";101,606;1,435;339,2;"2016";"02"
"305";101,595;1,433;352,1;"2016";"02"
"306";101,605;1,444;372,4;"2016";"02"
"307";101,606;1,423;333,3;"2016";"02"
"308";101,596;1,442;328,1;"2016";"02"
"309";101,594;1,443;324,6;"2016";"02"
"310";101,597;1,44;332,3;"2016";"03"
"311";101,589;1,433;307,6;"2016";"03"
"312";101,601;1,44;307,3;"2016";"03"
"313";101,601;1,45;336,7;"2016";"03"
"314";101,581;1,407;317,7;"2016";"07"
"315";101,571;1,449;318,5;"2017";"07"
"316";101,813;1,567;332,3;"2014";"05"
"317";101,815;1,555;306,8;"2014";"05"
"318";101,814;1,57;317,2;"2014";"05"
"319";101,814;1,58;304,3;"2016";"07"
"320";101,807;1,576;310,2;"2016";"07"
"321";101,252;1,882;317,5;"2014";"02"
"322";101,249;1,883;304,4;"2014";"02"
"323";101,24;1,891;309,5;"2014";"02"
"324";101,242;1,882;317,1;"2014";"02"
"325";101,202;1,895;302,5;"2014";"02"
"326";101,196;1,896;327;"2014";"02"
"327";101,24;1,888;321,2;"2014";"02"
"328";101,194;1,895;308,2;"2014";"02"
"329";101,2;1,894;314,1;"2014";"02"
"330";101,234;1,889;311,3;"2014";"02"
"331";101,195;1,894;323,3;"2014";"03"
"332";101,2;1,902;323,1;"2014";"03"
"333";101,189;1,894;333,3;"2014";"03"
"334";101,207;1,886;306,4;"2014";"03"
"335";101,265;1,886;307,8;"2014";"03"
"336";101,206;1,885;311,4;"2014";"03"
"337";101,272;1,884;339,7;"2014";"03"
"338";101,198;1,883;323,2;"2014";"03"
"339";101,265;1,893;333,3;"2014";"03"
"340";101,216;1,895;324,4;"2014";"03"
"341";101,271;1,883;340,2;"2014";"03"
"342";101,216;1,9;319,5;"2014";"03"
"343";101,276;1,887;303,9;"2014";"03"
"344";101,203;1,887;309,4;"2014";"03"
"345";101,193;1,886;318,2;"2014";"03"
"346";101,2;1,884;323;"2014";"03"
"347";101,264;1,887;328,2;"2014";"03"
"348";101,176;1,887;305,4;"2014";"03"
"349";101,191;1,888;326,8;"2014";"03"
"350";101,189;1,89;306,5;"2014";"03"
"351";101,192;1,907;329,9;"2014";"04"
"352";101,206;1,913;309,3;"2014";"04"
"353";101,195;1,911;303,5;"2014";"04"
"354";101,192;1,912;312;"2016";"11"
"355";100,407;2,192;333,7;"2014";"06"
"356";100,396;2,19;323,4;"2014";"06"
"357";100,408;2,207;338,9;"2014";"06"
"358";100,398;2,181;305,1;"2014";"06"
"359";100,411;2,205;332,3;"2014";"06"
"360";100,381;2,191;333,9;"2014";"06"
"361";100,385;2,193;333,8;"2014";"06"
"362";100,406;2,195;328,2;"2014";"06"
"363";100,397;2,185;339,1;"2014";"06"
"364";100,404;2,205;329,4;"2014";"06"
"365";100,376;2,192;312,2;"2014";"06"
"366";100,394;2,182;309,7;"2014";"06"
"367";100,409;2,187;307,5;"2014";"06"
"368";100,399;2,189;314,7;"2014";"06"
"369";100,379;2,192;303,8;"2014";"06"
"370";100,385;2,196;316,9;"2014";"06"
"371";100,407;2,202;313;"2014";"06"
"372";100,375;2,197;312,2;"2014";"06"
"373";100,381;2,189;319,2;"2014";"06"
"374";100,386;2,191;319,6;"2014";"06"
"375";100,379;2,186;323,4;"2014";"06"
"376";100,387;2,188;303,8;"2014";"06"
"377";100,399;2,182;322,9;"2014";"06"
"378";100,395;2,184;331,5;"2014";"06"
"379";100,401;2,178;331;"2014";"06"
"380";100,411;2,203;308,3;"2014";"06"
"381";100,404;2,182;314,3;"2014";"06"
"382";100,402;2,192;313,8;"2014";"06"
"383";100,401;2,202;314,4;"2014";"06"
"384";100,38;2,199;303,7;"2014";"06"
"385";100,399;2,183;312,1;"2014";"06"
"386";100,408;2,184;309,1;"2014";"06"
"387";100,399;2,202;307,9;"2014";"06"
"388";100,408;2,203;316,8;"2014";"06"
"389";100,397;2,192;314,5;"2014";"06"
"390";100,406;2,193;309;"2014";"06"
"391";100,405;2,204;307;"2014";"06"
"392";100,409;2,188;309,9;"2014";"06"
"393";100,411;2,199;309,1;"2014";"06"
"394";100,404;2,194;311,6;"2014";"06"
"395";100,403;2,188;336,1;"2014";"06"
"396";100,402;2,198;342,6;"2014";"06"
"397";100,405;2,198;323,5;"2014";"06"
"398";100,431;2,199;323,4;"2014";"07"
"399";100,398;2,195;310,1;"2016";"08"
"400";100,394;2,2;301;"2016";"08"
"401";100,393;2,194;305,5;"2016";"08"
"402";100,316;2,035;312,7;"2014";"02"
"403";100,324;2,033;304,8;"2014";"02"
"404";100,343;2,054;374,1;"2014";"07"
"405";100,331;2,028;329,8;"2014";"08"
"406";100,334;2,066;305,5;"2014";"08"
"407";100,338;2,058;329,5;"2014";"08"
"408";101,482;1,553;346,3;"2014";"02"
"409";101,474;1,557;327,6;"2014";"02"
"410";101,459;1,566;329,7;"2014";"02"
"411";101,459;1,563;305,1;"2014";"02"
"412";101,463;1,572;323,8;"2014";"02"
"413";101,469;1,566;343,8;"2014";"02"
"414";101,471;1,556;303,3;"2014";"02"
"415";101,474;1,569;338,3;"2014";"03"
"416";101,46;1,571;331,8;"2014";"03"
"417";101,474;1,574;310,9;"2014";"03"
"418";101,464;1,572;313,1;"2014";"03"
"419";101,459;1,564;307;"2014";"06"
"420";101,467;1,557;307,9;"2014";"06"
"421";101,467;1,568;312,7;"2014";"07"
"422";101,468;1,567;328,7;"2014";"07"
"423";101,469;1,546;324,4;"2015";"07"
"424";101,464;1,548;322,5;"2015";"07"
"425";101,467;1,557;318,7;"2015";"07"
"426";101,465;1,548;443,6;"2015";"07"
"427";101,467;1,539;366,6;"2015";"07"
"428";101,476;1,54;339,8;"2015";"07"
"429";101,475;1,546;315,8;"2015";"07"
"430";101,463;1,548;307,5;"2015";"07"
"431";101,477;1,556;317,1;"2015";"07"
"432";101,465;1,558;305,5;"2015";"07"
"433";101,471;1,543;308,7;"2015";"07"
"434";101,462;1,548;320,3;"2015";"07"
"435";101,468;1,548;307,3;"2015";"07"
"436";101,471;1,551;308;"2015";"07"
"437";101,482;1,575;313,7;"2015";"07"
"438";101,467;1,558;342,8;"2016";"02"
"439";101,464;1,56;327,1;"2016";"03"
"440";101,472;1,56;348,5;"2016";"08"
"441";101,47;1,572;339;"2016";"08"
"442";101,481;1,561;326,8;"2016";"08"
"443";101,479;1,572;345,1;"2016";"08"
"444";101,464;1,57;336,3;"2016";"08"
"445";101,476;1,563;321,5;"2016";"08"
"446";101,478;1,559;314,8;"2016";"08"
"447";101,477;1,568;328,7;"2016";"08"
"448";101,468;1,567;307,1;"2016";"08"
"449";101,463;1,561;340,5;"2016";"08"
"450";101,459;1,553;328,9;"2016";"08"
"451";101,48;1,571;326,2;"2016";"08"
"452";101,474;1,568;309,5;"2016";"08"
"453";101,475;1,56;332,1;"2016";"08"
"454";101,448;1,556;303;"2014";"02"
"455";101,454;1,573;329,9;"2014";"02"
"456";101,444;1,575;339,9;"2014";"02"
"457";101,432;1,562;321,1;"2014";"02"
"458";101,441;1,565;303;"2014";"02"
"459";101,443;1,569;334;"2014";"02"
"460";101,436;1,567;316,1;"2014";"02"
"461";101,44;1,568;321,5;"2014";"02"
"462";101,457;1,564;333,1;"2014";"02"
"463";101,444;1,573;344,5;"2014";"02"
"464";101,444;1,554;315,2;"2014";"02"
"465";101,443;1,564;303;"2014";"02"
"466";101,434;1,553;307;"2014";"02"
"467";101,454;1,57;334,6;"2014";"02"
"468";101,447;1,567;323,2;"2014";"02"
"469";101,455;1,571;354,2;"2014";"03"
"470";101,442;1,57;326,4;"2014";"03"
"471";101,442;1,559;350,4;"2014";"06"
"472";101,455;1,547;301,1;"2015";"07"
"473";101,456;1,546;336,3;"2015";"07"
"474";101,457;1,537;320,6;"2015";"07"
"475";101,455;1,553;318,3;"2016";"01"
"476";101,457;1,557;351,7;"2016";"02"
"477";101,457;1,569;319,3;"2016";"08"
"478";101,303;0,397;315,6;"2014";"02"
"479";101,263;0,405;304,1;"2015";"03"
"480";101,32;0,4;306,1;"2015";"07"
"481";101,322;0,402;323,9;"2015";"07"
"482";101,276;0,394;317,6;"2015";"08"
"483";101,321;0,412;320,5;"2015";"09"
"484";101,297;0,395;307,8;"2016";"08"
"485";101,278;0,451;304,3;"2014";"03"
"486";101,275;0,444;303,4;"2014";"03"
"487";101,262;0,455;320,7;"2014";"06"
"488";101,272;0,455;319,2;"2014";"06"
"489";101,27;0,475;321,5;"2014";"07"
"490";101,272;0,447;315,4;"2014";"07"
"491";101,275;0,484;303,6;"2014";"07"
"492";101,28;0,48;305,8;"2014";"07"
"493";101,279;0,478;303,4;"2014";"07"
"494";101,267;0,476;304;"2014";"07"
"495";101,327;0,47;326,3;"2015";"06"
"496";101,279;0,472;303,2;"2015";"07"
"497";101,289;0,47;304,7;"2015";"07"
"498";101,285;0,467;331,6;"2015";"07"
"499";101,271;0,465;332;"2015";"07"
"500";101,276;0,472;318,8;"2015";"07"
"501";101,285;0,474;314,2;"2015";"07"
"502";101,278;0,475;301,5;"2015";"07"
"503";101,285;0,469;302,7;"2015";"07"
"504";101,291;0,473;302,3;"2015";"07"
"505";101,288;0,476;301,5;"2015";"07"
"506";101,265;0,469;320,4;"2015";"07"
"507";101,276;0,467;318,2;"2015";"07"
"508";101,301;0,434;305,4;"2015";"07"
"509";101,292;0,435;308,8;"2015";"07"
"510";101,269;0,466;313,3;"2015";"07"
"511";101,272;0,469;310,5;"2015";"07"
"512";101,286;0,434;300,4;"2015";"07"
"513";101,29;0,447;306,2;"2015";"07"
"514";101,289;0,436;308,2;"2015";"07"
"515";101,278;0,448;304,9;"2015";"07"
"516";101,32;0,419;308,2;"2015";"07"
"517";101,31;0,427;311,8;"2015";"07"
"518";101,293;0,442;314,6;"2015";"07"
"519";101,325;0,464;323,7;"2015";"07"
"520";101,324;0,424;301,4;"2015";"08"
"521";101,272;0,431;322,5;"2015";"08"
"522";101,265;0,438;320,3;"2015";"08"
"523";101,279;0,435;302,7;"2015";"08"
"524";101,284;0,433;313,3;"2015";"08"
"525";101,285;0,435;305,6;"2015";"08"
"526";101,276;0,433;304,8;"2015";"08"
"527";101,284;0,441;308,5;"2015";"08"
"528";101,278;0,434;314,9;"2015";"08"
"529";101,275;0,434;328,5;"2015";"08"
"530";101,286;0,436;329,3;"2015";"08"
"531";101,318;0,416;307,9;"2015";"09"
"532";101,27;0,43;306,3;"2015";"09"
"533";101,281;0,432;322,6;"2015";"09"
"534";101,28;0,442;321,4;"2015";"09"
"535";101,304;0,475;303,6;"2015";"09"
"536";101,315;0,477;306,4;"2015";"09"
"537";101,291;0,431;304,1;"2015";"09"
"538";101,292;0,443;307,5;"2015";"09"
"539";101,289;0,436;334,8;"2015";"09"
"540";101,275;0,434;329,1;"2015";"09"
"541";101,283;0,435;349,3;"2015";"09"
"542";101,311;0,43;321,1;"2015";"09"
"543";101,282;0,451;309,8;"2015";"09"
"544";101,263;0,445;303;"2015";"09"
"545";101,288;0,449;309,4;"2015";"09"
"546";101,284;0,446;313,2;"2015";"09"
"547";101,283;0,434;311,7;"2015";"09"
"548";101,292;0,437;314,9;"2015";"09"
"549";101,293;0,448;304,9;"2015";"09"
"550";101,276;0,439;307,1;"2015";"09"
"551";101,279;0,445;305,1;"2015";"09"
"552";101,272;0,438;304,8;"2015";"09"
"553";101,286;0,44;305,9;"2015";"09"
"554";101,28;0,44;311,8;"2015";"09"
"555";101,289;0,438;309;"2015";"09"
"556";101,279;0,44;308,6;"2015";"09"
"557";101,29;0,447;306,9;"2015";"09"
"558";101,281;0,449;313,9;"2015";"09"
"559";101,274;0,438;301,9;"2015";"09"
"560";101,28;0,442;320,5;"2015";"09"
"561";101,282;0,433;307,7;"2015";"09"
"562";101,279;0,448;311,9;"2015";"09"
"563";101,289;0,447;305,5;"2015";"09"
"564";101,287;0,437;305,9;"2015";"09"
"565";101,325;0,467;319,8;"2015";"09"
"566";101,334;0,468;320,4;"2015";"09"
"567";101,331;0,469;330,6;"2016";"08"
"568";101,223;0,735;317;"2014";"02"
"569";101,241;0,664;319;"2014";"05"
"570";101,236;0,663;316,9;"2014";"05"
"571";101,247;0,665;317,6;"2014";"05"
"572";101,245;0,666;311,9;"2014";"06"
"573";101,237;0,665;316,5;"2014";"06"
"574";101,249;0,666;316,5;"2014";"06"
"575";101,247;0,666;317,2;"2014";"07"
"576";101,251;0,666;319,6;"2014";"08"
"577";101,24;0,666;317,9;"2014";"08"
"578";101,252;0,667;318,7;"2014";"08"
"579";101,229;0,664;317,4;"2014";"08"
"580";101,235;0,679;316,1;"2015";"04"
"581";101,206;0,679;319,1;"2015";"05"
"582";101,239;0,701;323,1;"2015";"07"
"583";101,239;0,712;311,8;"2015";"07"
"584";101,239;0,715;315;"2015";"07"
"585";101,235;0,717;319,4;"2015";"07"
"586";101,236;0,708;327,3;"2015";"07"
"587";101,241;0,694;311,5;"2015";"07"
"588";101,251;0,697;316,7;"2015";"07"
"589";101,227;0,729;308,7;"2015";"07"
"590";101,242;0,699;305;"2015";"07"
"591";101,241;0,704;309,3;"2015";"07"
"592";101,233;0,694;313,9;"2015";"07"
"593";101,242;0,695;331,6;"2015";"07"
"594";101,252;0,696;305,4;"2015";"07"
"595";101,248;0,701;315,3;"2015";"07"
"596";101,243;0,698;315,1;"2015";"07"
"597";101,235;0,687;320,3;"2015";"07"
"598";101,245;0,689;325,4;"2015";"07"
"599";101,22;0,723;327,1;"2015";"07"
"600";101,239;0,703;302,6;"2015";"07"
"601";101,25;0,701;301,3;"2015";"07"
"602";101,236;0,697;314,9;"2015";"07"
